DATE,PM2.5(ug/m3),PM10(ug/m3),PARTICLES(per/L),CO2(ppm),HCHO(mg/m3),TEMPERATURE,HUMIDITY(%),TEMPUNIT,LATITUDE,LONGITUDE,GROUP,DEVICE,LOCATION_TYPE,PM2.5_VAR(ug/m3),PM10_VAR(ug/m3),CO2_VAR(ppm),HCHO_VAR(mg/m3),TEMPERATURE_VAR,HUMIDITY_VAR(%),UID,NOTES
2026-06-10 10:08:24,20.0,35.6,2550,426,0.005,21.1,53.7,C,43.782518,-79.184527,Group 4,UTSC-AQMS-04,outdoor,0.8,1.8,14,0.004,0.3,3.6,UTSC-AQMS-04-1000-3,south valley
2026-06-10 10:09:16,20.6,30.9,2671,414,0.021,20.5,57.3,C,43.782735,-79.184533,Group 4,UTSC-AQMS-04,outdoor,1.3,2.1,14,0.003,0.1,3.9,UTSC-AQMS-04-1001-3,south valley
2026-06-10 10:10:29,19.6,31.8,2600,428,0.031,21.7,58.8,C,43.782662,-79.184461,Group 4,UTSC-AQMS-04,outdoor,1.0,2.2,14,0.005,0.3,1.6,UTSC-AQMS-04-1002-3,south valley
2026-06-10 10:11:03,6.5,10.3,838,439,0.006,20.4,63.5,C,43.781901,-79.184817,Group 4,UTSC-AQMS-04,outdoor,1.4,2.5,21,0.004,0.4,2.3,UTSC-AQMS-04-1003-3,south valley
2026-06-10 10:12:47,11.9,17.9,1466,447,0.02,20.8,57.6,C,43.782385,-79.185021,Group 4,UTSC-AQMS-04,outdoor,1.1,2.8,11,0.008,0.2,3.0,UTSC-AQMS-04-1004-3,south valley
2026-06-10 10:13:17,12.0,18.4,1561,443,0.024,21.5,52.4,C,43.782126,-79.185063,Group 4,UTSC-AQMS-04,outdoor,1.6,3.0,16,0.007,0.2,3.8,UTSC-AQMS-04-1005-3,south valley
2026-06-10 10:14:53,14.5,23.5,2360,432,0.022,21.7,57.8,C,43.782680,-79.185035,Group 4,UTSC-AQMS-04,outdoor,1.0,1.8,14,0.003,0.1,3.0,UTSC-AQMS-04-1006-3,south valley
2026-06-10 10:15:10,11.4,17.5,1503,421,0.0,20.2,53.9,C,43.782266,-79.185264,Group 4,UTSC-AQMS-04,outdoor,0.9,1.3,11,0.007,0.4,1.6,UTSC-AQMS-04-1007-3,south valley
2026-06-10 10:16:07,7.2,11.8,967,430,0.033,22.0,58.8,C,43.782420,-79.185908,Group 4,UTSC-AQMS-04,outdoor,1.5,1.0,13,0.009,0.3,2.3,UTSC-AQMS-04-1008-3,south valley
2026-06-10 10:17:57,8.6,13.9,1284,432,0.011,20.3,55.8,C,43.782431,-79.185535,Group 4,UTSC-AQMS-04,outdoor,1.8,3.0,20,0.008,0.3,2.4,UTSC-AQMS-04-1009-3,south valley
2026-06-10 10:18:55,8.4,12.7,1135,438,0.018,22.2,56.2,C,43.782014,-79.185521,Group 4,UTSC-AQMS-04,outdoor,1.8,1.3,5,0.005,0.3,3.5,UTSC-AQMS-04-1010-3,south valley
2026-06-10 10:19:52,5.7,8.9,1026,414,0.023,22.1,69.2,C,43.782224,-79.185950,Group 4,UTSC-AQMS-04,outdoor,2.0,1.1,8,0.008,0.2,3.7,UTSC-AQMS-04-1011-3,south valley
2026-06-10 10:20:55,4.1,6.0,595,419,0.02,21.6,58.7,C,43.782141,-79.186295,Group 4,UTSC-AQMS-04,outdoor,2.0,3.0,15,0.003,0.3,3.9,UTSC-AQMS-04-1012-3,south valley
2026-06-10 10:21:56,8.1,11.4,1290,410,0.028,19.9,54.8,C,43.782414,-79.185968,Group 4,UTSC-AQMS-04,outdoor,1.0,2.5,21,0.006,0.4,1.4,UTSC-AQMS-04-1013-3,south valley
2026-06-10 10:22:24,6.1,9.8,750,438,0.02,20.4,57.1,C,43.782181,-79.186096,Group 4,UTSC-AQMS-04,outdoor,0.6,2.3,21,0.003,0.1,3.6,UTSC-AQMS-04-1014-3,south valley
2026-06-10 10:23:32,4.7,6.7,674,453,0.021,21.0,57.6,C,43.781982,-79.186476,Group 4,UTSC-AQMS-04,outdoor,1.2,1.7,9,0.004,0.3,1.4,UTSC-AQMS-04-1015-3,south valley
2026-06-10 10:24:45,6.7,11.6,963,447,0.023,20.6,60.8,C,43.782204,-79.186626,Group 4,UTSC-AQMS-04,outdoor,1.1,2.8,25,0.009,0.2,1.7,UTSC-AQMS-04-1016-3,south valley
2026-06-10 10:25:55,3.5,5.7,533,474,0.042,20.7,56.5,C,43.782030,-79.186732,Group 4,UTSC-AQMS-04,outdoor,1.2,1.5,13,0.008,0.3,2.7,UTSC-AQMS-04-1017-3,south valley
2026-06-10 10:26:36,5.8,8.9,893,416,0.028,21.0,52.5,C,43.782098,-79.186748,Group 4,UTSC-AQMS-04,outdoor,1.8,2.3,8,0.009,0.2,2.4,UTSC-AQMS-04-1018-3,south valley
2026-06-10 10:27:06,7.6,12.3,995,413,0.038,20.2,52.7,C,43.782001,-79.186808,Group 4,UTSC-AQMS-04,outdoor,0.8,1.3,22,0.005,0.2,1.2,UTSC-AQMS-04-1019-3,south valley
2026-06-10 10:28:25,6.3,9.3,1087,417,0.0,19.9,50.8,C,43.782435,-79.187018,Group 4,UTSC-AQMS-04,outdoor,1.4,1.2,22,0.008,0.3,2.6,UTSC-AQMS-04-1020-3,south valley
2026-06-10 10:29:19,5.7,8.7,1005,440,0.027,20.6,53.5,C,43.782141,-79.187362,Group 4,UTSC-AQMS-04,outdoor,1.2,2.9,13,0.005,0.3,1.4,UTSC-AQMS-04-1021-3,south valley
